'sample #','MLII',Type,heart_beat
864,794,N,3.0
865,791,N,3.0
866,789,N,3.0
867,789,N,3.0
868,790,N,3.0
869,791,N,3.0
870,792,N,3.0
871,801,N,3.0
872,804,N,3.0
873,802,N,3.0
874,804,N,3.0
875,804,N,3.0
876,806,N,3.0
877,814,N,3.0
878,813,N,3.0
879,816,N,3.0
880,813,N,3.0
881,814,N,3.0
882,814,N,3.0
883,814,N,3.0
884,814,N,3.0
885,818,N,3.0
886,820,N,3.0
887,824,N,3.0
888,830,N,3.0
889,834,N,3.0
890,838,N,3.0
891,840,N,3.0
892,838,N,3.0
893,839,N,3.0
894,838,N,3.0
895,842,N,3.0
896,846,N,3.0
897,851,N,3.0
898,856,N,3.0
899,859,N,3.0
900,865,N,3.0
901,870,N,3.0
902,875,N,3.0
903,884,N,3.0
904,888,N,3.0
905,889,N,3.0
906,889,N,3.0
907,898,N,3.0
908,901,N,3.0
909,908,N,3.0
910,916,N,3.0
911,924,N,3.0
912,934,N,3.0
913,944,N,3.0
914,951,N,3.0
915,959,N,3.0
916,962,N,3.0
917,963,N,3.0
918,968,N,3.0
919,970,N,3.0
920,969,N,3.0
921,973,N,3.0
922,974,N,3.0
923,978,N,3.0
924,978,N,3.0
925,979,N,3.0
926,976,N,3.0
927,978,N,3.0
928,976,N,3.0
929,969,N,3.0
930,962,N,3.0
931,953,N,3.0
932,946,N,3.0
933,935,N,3.0
934,927,N,3.0
935,914,N,3.0
936,904,N,3.0
937,894,N,3.0
938,881,N,3.0
939,872,N,3.0
940,862,N,3.0
941,848,N,3.0
942,837,N,3.0
943,825,N,3.0
944,818,N,3.0
945,811,N,3.0
946,813,N,3.0
947,809,N,3.0
948,809,N,3.0
949,806,N,3.0
950,807,N,3.0
951,803,N,3.0
952,799,N,3.0
953,799,N,3.0
954,794,N,3.0
955,792,N,3.0
956,791,N,3.0
957,791,N,3.0
958,789,N,3.0
959,790,N,3.0
960,789,N,3.0
961,789,N,3.0
962,797,N,3.0
963,792,N,3.0
964,789,N,3.0
965,789,N,3.0
966,789,N,3.0
967,788,N,3.0
968,789,N,3.0
969,792,N,3.0
970,797,N,3.0
971,798,N,3.0
972,802,N,3.0
973,804,N,3.0
974,800,N,3.0
975,802,N,3.0
976,796,N,3.0
977,794,N,3.0
978,795,N,3.0
979,794,N,3.0
980,794,N,3.0
981,792,N,3.0
982,795,N,3.0
983,796,N,3.0
984,796,N,3.0
985,795,N,3.0
986,796,N,3.0
987,795,N,3.0
988,800,N,3.0
989,797,N,3.0
990,794,N,3.0
991,794,N,3.0
992,790,N,3.0
993,793,N,3.0
994,792,N,3.0
995,795,N,3.0
996,794,N,3.0
997,795,N,3.0
998,794,N,3.0
999,790,N,3.0
1000,786,N,3.0
1001,781,N,3.0
1002,779,N,3.0
1003,777,N,3.0
1004,782,N,3.0
1005,779,N,3.0
1006,780,N,3.0
1007,784,N,3.0
1008,784,N,3.0
1009,783,N,3.0
1010,785,N,3.0
1011,783,N,3.0
1012,779,N,3.0
1013,778,N,3.0
1014,777,N,3.0
1015,774,N,3.0
1016,772,N,3.0
1017,768,N,3.0
1018,773,N,3.0
1019,775,N,3.0
1020,779,N,3.0
1021,777,N,3.0
1022,775,N,3.0
1023,772,N,3.0
1024,769,N,3.0
1025,768,N,3.0
1026,763,N,3.0
1027,762,N,3.0
1028,762,N,3.0
1029,767,N,3.0
1030,767,N,3.0
1031,769,N,3.0
1032,772,N,3.0
1033,771,N,3.0
1034,772,N,3.0
1035,770,N,3.0
1036,769,N,3.0
1037,766,N,3.0
1038,764,N,3.0
1039,765,N,3.0
1040,766,N,3.0
1041,768,N,3.0
1042,773,N,3.0
1043,776,N,3.0
1044,780,N,3.0
1045,785,N,3.0
1046,787,N,3.0
1047,782,N,3.0
1048,781,N,3.0
1049,781,N,3.0
1050,779,N,3.0
1051,782,N,3.0
1052,782,N,3.0
1053,788,N,3.0
1054,792,N,3.0
1055,796,N,3.0
1056,800,N,3.0
1057,803,N,3.0
1058,805,N,3.0
1059,806,N,3.0
1060,804,N,3.0
1061,796,N,3.0
1062,795,N,3.0
1063,788,N,3.0
1064,782,N,3.0
1065,781,N,3.0
1066,781,N,3.0
1067,778,N,3.0
1068,781,N,3.0
1069,776,N,3.0
1070,772,N,3.0
1071,767,N,3.0
1072,760,N,3.0
1073,755,N,3.0
1074,754,N,3.0
1075,751,N,3.0
1076,747,N,3.0
1077,746,N,3.0
1078,743,N,3.0
1079,744,N,3.0
1080,749,N,3.0
1081,747,N,3.0
1082,751,N,3.0
1083,751,N,3.0
1084,750,N,3.0
1085,748,N,3.0
1086,746,N,3.0
1087,743,N,3.0
1088,743,N,3.0
1089,744,N,3.0
1090,746,N,3.0
1091,750,N,3.0
1092,756,N,3.0
1093,763,N,3.0
1094,780,N,3.0
1095,796,N,3.0
1096,823,N,3.0
1097,867,N,3.0
1098,929,N,3.0
1099,1009,N,3.0
1100,1100,N,3.0
1101,1207,N,3.0
1102,1311,N,3.0
1103,1404,N,3.0
1104,1469,N,4.0
1105,1490,N,4.0
1106,1450,N,4.0
1107,1340,N,4.0
1108,1212,N,4.0
1109,1084,N,4.0
1110,956,N,4.0
1111,828,N,4.0
1112,700,N,4.0
1113,629,N,4.0
1114,699,N,4.0
1115,768,N,4.0
1116,814,N,4.0
1117,828,N,4.0
1118,819,N,4.0
1119,799,N,4.0
1120,774,N,4.0
1121,753,N,4.0
1122,745,N,4.0
1123,743,N,4.0
1124,748,N,4.0
1125,754,N,4.0
1126,757,N,4.0
1127,762,N,4.0
1128,762,N,4.0
1129,764,N,4.0
1130,757,N,4.0
1131,759,N,4.0
1132,754,N,4.0
1133,756,N,4.0
1134,754,N,4.0
1135,757,N,4.0
1136,756,N,4.0
1137,756,N,4.0
1138,762,N,4.0
1139,763,N,4.0
1140,773,N,4.0
1141,773,N,4.0
1142,772,N,4.0
1143,775,N,4.0
1144,775,N,4.0
1145,774,N,4.0
1146,775,N,4.0
1147,776,N,4.0
1148,778,N,4.0
1149,780,N,4.0
1150,787,N,4.0
1151,787,N,4.0
1152,794,N,4.0
1153,798,N,4.0
1154,799,N,4.0
1155,799,N,4.0
1156,803,N,4.0
1157,803,N,4.0
1158,806,N,4.0
1159,808,N,4.0
1160,811,N,4.0
1161,814,N,4.0
1162,819,N,4.0
1163,822,N,4.0
1164,829,N,4.0
1165,829,N,4.0
1166,834,N,4.0
1167,833,N,4.0
1168,844,N,4.0
1169,849,N,4.0
1170,856,N,4.0
1171,860,N,4.0
1172,862,N,4.0
1173,869,N,4.0
1174,874,N,4.0
1175,883,N,4.0
1176,893,N,4.0
1177,902,N,4.0
1178,904,N,4.0
1179,905,N,4.0
1180,905,N,4.0
1181,908,N,4.0
1182,913,N,4.0
1183,915,N,4.0
1184,916,N,4.0
1185,923,N,4.0
1186,929,N,4.0
1187,934,N,4.0
1188,938,N,4.0
1189,938,N,4.0
1190,938,N,4.0
1191,935,N,4.0
1192,930,N,4.0
1193,925,N,4.0
1194,920,N,4.0
1195,910,N,4.0
1196,902,N,4.0
1197,889,N,4.0
1198,881,N,4.0
1199,876,N,4.0
1200,867,N,4.0
1201,857,N,4.0
1202,841,N,4.0
1203,831,N,4.0
1204,825,N,4.0
1205,817,N,4.0
1206,804,N,4.0
1207,793,N,4.0
1208,785,N,4.0
1209,779,N,4.0
1210,776,N,4.0
1211,772,N,4.0
1212,769,N,4.0
1213,765,N,4.0
1214,762,N,4.0
1215,757,N,4.0
1216,754,N,4.0
1217,748,N,4.0
1218,748,N,4.0
1219,745,N,4.0
1220,744,N,4.0
1221,747,N,4.0
1222,748,N,4.0
1223,745,N,4.0
1224,751,N,4.0
1225,751,N,4.0
1226,751,N,4.0
1227,750,N,4.0
1228,745,N,4.0
1229,746,N,4.0
1230,743,N,4.0
1231,741,N,4.0
1232,741,N,4.0
1233,744,N,4.0
1234,749,N,4.0
1235,751,N,4.0
1236,754,N,4.0
1237,755,N,4.0
1238,755,N,4.0
1239,754,N,4.0
1240,755,N,4.0
1241,753,N,4.0
1242,754,N,4.0
1243,753,N,4.0
1244,751,N,4.0
1245,750,N,4.0
1246,752,N,4.0
1247,755,N,4.0
1248,756,N,4.0
1249,758,N,4.0
1250,758,N,4.0
1251,757,N,4.0
1252,755,N,4.0
1253,752,N,4.0
1254,751,N,4.0
1255,751,N,4.0
1256,749,N,4.0
1257,751,N,4.0
1258,754,N,4.0
1259,754,N,4.0
1260,754,N,4.0
1261,752,N,4.0
1262,745,N,4.0
1263,743,N,4.0
1264,740,N,4.0
1265,740,N,4.0
1266,737,N,4.0
1267,741,N,4.0
1268,738,N,4.0
1269,737,N,4.0
1270,738,N,4.0
1271,743,N,4.0
1272,747,N,4.0
1273,747,N,4.0
1274,747,N,4.0
1275,743,N,4.0
1276,742,N,4.0
1277,740,N,4.0
1278,740,N,4.0
1279,735,N,4.0
1280,735,N,4.0
1281,735,N,4.0
1282,738,N,4.0
1283,737,N,4.0
1284,740,N,4.0
1285,739,N,4.0
1286,743,N,4.0
1287,741,N,4.0
1288,739,N,4.0
1289,742,N,4.0
1290,739,N,4.0
1291,737,N,4.0
1292,736,N,4.0
1293,735,N,4.0
1294,736,N,4.0
1295,736,N,4.0
1296,737,N,4.0
1297,737,N,4.0
1298,739,N,4.0
1299,736,N,4.0
1300,738,N,4.0
1301,739,N,4.0
1302,744,N,4.0
1303,743,N,4.0
1304,746,N,4.0
1305,752,N,4.0
1306,758,N,4.0
1307,759,N,4.0
1308,763,N,4.0
1309,762,N,4.0
1310,762,N,4.0
1311,762,N,4.0
1312,758,N,4.0
1313,759,N,4.0
1314,759,N,4.0
1315,758,N,4.0
1316,759,N,4.0
1317,757,N,4.0
1318,763,N,4.0
1319,769,N,4.0
1320,775,N,4.0
1321,781,N,4.0
1322,783,N,4.0
1323,785,N,4.0
1324,782,N,4.0
1325,778,N,4.0
1326,775,N,4.0
1327,769,N,4.0
1328,764,N,4.0
1329,763,N,4.0
1330,765,N,4.0
1331,765,N,4.0
1332,768,N,4.0
1333,765,N,4.0
1334,761,N,4.0
1335,757,N,4.0
1336,750,N,4.0
1337,743,N,4.0
1338,742,N,4.0
1339,741,N,4.0
1340,737,N,4.0
1341,738,N,4.0
1342,737,N,4.0
1343,737,N,4.0
1344,740,N,4.0
1345,738,N,4.0
1346,738,N,4.0
1347,739,N,4.0
1348,740,N,4.0
1349,739,N,4.0
1350,739,N,4.0
1351,737,N,4.0
1352,739,N,4.0
1353,742,N,4.0
1354,744,N,4.0
1355,747,N,4.0
1356,751,N,4.0
1357,756,N,4.0
1358,768,N,4.0
1359,778,N,4.0
1360,799,N,4.0
1361,831,N,4.0
1362,886,N,4.0
1363,946,N,4.0
1364,1027,N,4.0
1365,1118,N,4.0
1366,1210,N,4.0
1367,1303,N,4.0
1368,1393,N,4.0
1369,1448,N,5.0
1370,1461,N,5.0
1371,1424,N,5.0
1372,1319,N,5.0
1373,1191,N,5.0
1374,1063,N,5.0
1375,935,N,5.0
1376,807,N,5.0
1377,679,N,5.0
1378,605,N,5.0
1379,670,N,5.0
1380,740,N,5.0
1381,792,N,5.0
1382,814,N,5.0
1383,815,N,5.0
1384,804,N,5.0
1385,785,N,5.0
1386,771,N,5.0
1387,756,N,5.0
1388,752,N,5.0
1389,750,N,5.0
1390,753,N,5.0
1391,762,N,5.0
1392,763,N,5.0
1393,765,N,5.0
1394,765,N,5.0
1395,764,N,5.0
1396,763,N,5.0
1397,764,N,5.0
1398,766,N,5.0
1399,767,N,5.0
1400,767,N,5.0
1401,769,N,5.0
1402,772,N,5.0
1403,773,N,5.0
1404,779,N,5.0
1405,781,N,5.0
1406,781,N,5.0
1407,782,N,5.0
1408,780,N,5.0
1409,779,N,5.0
1410,780,N,5.0
1411,782,N,5.0
1412,786,N,5.0
1413,788,N,5.0
1414,797,N,5.0
1415,803,N,5.0
1416,807,N,5.0
1417,813,N,5.0
1418,814,N,5.0
1419,814,N,5.0
1420,813,N,5.0
1421,811,N,5.0
1422,812,N,5.0
1423,812,N,5.0
1424,812,N,5.0
1425,815,N,5.0
1426,825,N,5.0
1427,830,N,5.0
1428,836,N,5.0
1429,841,N,5.0
1430,851,N,5.0
1431,855,N,5.0
1432,858,N,5.0
1433,862,N,5.0
1434,865,N,5.0
1435,866,N,5.0
1436,867,N,5.0
1437,877,N,5.0
1438,885,N,5.0
1439,893,N,5.0
1440,902,N,5.0
1441,908,N,5.0
1442,915,N,5.0
1443,920,N,5.0
1444,923,N,5.0
1445,925,N,5.0
1446,931,N,5.0
1447,932,N,5.0
1448,935,N,5.0
1449,941,N,5.0
1450,945,N,5.0
1451,946,N,5.0
1452,950,N,5.0
1453,948,N,5.0
1454,946,N,5.0
1455,943,N,5.0
1456,940,N,5.0
1457,936,N,5.0
1458,930,N,5.0
1459,924,N,5.0
1460,917,N,5.0
1461,912,N,5.0
1462,903,N,5.0
1463,895,N,5.0
1464,889,N,5.0
1465,882,N,5.0
1466,873,N,5.0
1467,863,N,5.0
1468,851,N,5.0
1469,839,N,5.0
1470,829,N,5.0
1471,816,N,5.0
1472,808,N,5.0
1473,799,N,5.0
1474,793,N,5.0
1475,789,N,5.0
1476,790,N,5.0
1477,785,N,5.0
1478,781,N,5.0
1479,778,N,5.0
1480,773,N,5.0
1481,770,N,5.0
1482,767,N,5.0
1483,765,N,5.0
1484,759,N,5.0
1485,761,N,5.0
1486,760,N,5.0
1487,761,N,5.0
1488,768,N,5.0
1489,767,N,5.0
1490,769,N,5.0
1491,771,N,5.0
1492,768,N,5.0
1493,766,N,5.0
1494,768,N,5.0
1495,763,N,5.0
1496,762,N,5.0
1497,765,N,5.0
1498,772,N,5.0
1499,775,N,5.0
1500,777,N,5.0
1501,779,N,5.0
1502,779,N,5.0
1503,777,N,5.0
1504,779,N,5.0
1505,778,N,5.0
1506,779,N,5.0
1507,777,N,5.0
1508,774,N,5.0
1509,774,N,5.0
1510,776,N,5.0
1511,775,N,5.0
1512,778,N,5.0
1513,779,N,5.0
1514,780,N,5.0
1515,779,N,5.0
1516,777,N,5.0
1517,776,N,5.0
1518,774,N,5.0
1519,773,N,5.0
1520,770,N,5.0
1521,772,N,5.0
1522,774,N,5.0
1523,774,N,5.0
1524,776,N,5.0
1525,771,N,5.0
1526,772,N,5.0
1527,771,N,5.0
1528,769,N,5.0
1529,766,N,5.0
1530,761,N,5.0
1531,760,N,5.0
1532,758,N,5.0
1533,760,N,5.0
1534,760,N,5.0
1535,760,N,5.0
1536,763,N,5.0
1537,766,N,5.0
1538,764,N,5.0
1539,764,N,5.0
1540,764,N,5.0
1541,762,N,5.0
1542,758,N,5.0
1543,756,N,5.0
1544,754,N,5.0
1545,752,N,5.0
1546,755,N,5.0
1547,757,N,5.0
1548,759,N,5.0
1549,760,N,5.0
1550,760,N,5.0
1551,761,N,5.0
1552,758,N,5.0
1553,756,N,5.0
1554,756,N,5.0
1555,753,N,5.0
1556,754,N,5.0
1557,756,N,5.0
1558,758,N,5.0
1559,759,N,5.0
1560,758,N,5.0
1561,759,N,5.0
1562,758,N,5.0
1563,759,N,5.0
1564,756,N,5.0
1565,756,N,5.0
1566,752,N,5.0
1567,751,N,5.0
1568,749,N,5.0
1569,750,N,5.0
1570,748,N,5.0
1571,755,N,5.0
1572,760,N,5.0
1573,762,N,5.0
1574,766,N,5.0
1575,766,N,5.0
1576,768,N,5.0
1577,771,N,5.0
1578,771,N,5.0
1579,767,N,5.0
1580,769,N,5.0
1581,767,N,5.0
1582,768,N,5.0
1583,772,N,5.0
1584,777,N,5.0
1585,778,N,5.0
1586,781,N,5.0
1587,782,N,5.0
1588,784,N,5.0
1589,783,N,5.0
1590,783,N,5.0
1591,787,N,5.0
1592,793,N,5.0
1593,799,N,5.0
1594,800,N,5.0
1595,799,N,5.0
1596,799,N,5.0
1597,793,N,5.0
1598,787,N,5.0
1599,782,N,5.0
1600,776,N,5.0
1601,772,N,5.0
1602,770,N,5.0
1603,768,N,5.0
1604,766,N,5.0
1605,762,N,5.0
1606,756,N,5.0
1607,753,N,5.0
1608,751,N,5.0
1609,748,N,5.0
1610,749,N,5.0
1611,744,N,5.0
1612,740,N,5.0
1613,744,N,5.0
1614,743,N,5.0
1615,746,N,5.0
1616,744,N,5.0
1617,744,N,5.0
1618,742,N,5.0
1619,744,N,5.0
1620,750,N,5.0
1621,748,N,5.0
1622,750,N,5.0
1623,746,N,5.0
1624,745,N,5.0
1625,748,N,5.0
1626,750,N,5.0
1627,759,N,5.0
1628,772,N,5.0
1629,796,N,5.0
1630,832,N,5.0
1631,878,N,5.0
1632,936,N,5.0
1633,1007,N,5.0
1634,1084,N,5.0
1635,1166,N,5.0
1636,1258,N,5.0
1637,1349,N,5.0
1638,1422,N,5.0
1639,1472,N,6.0
1640,1486,N,6.0
1641,1454,N,6.0
1642,1358,N,6.0
1643,1230,N,6.0
1644,1102,N,6.0
1645,974,N,6.0
1646,846,N,6.0
1647,718,N,6.0
1648,649,N,6.0
1649,703,N,6.0
1650,766,N,6.0
1651,810,N,6.0
1652,826,N,6.0
1653,824,N,6.0
1654,806,N,6.0
1655,785,N,6.0
1656,768,N,6.0
1657,762,N,6.0
1658,756,N,6.0
1659,759,N,6.0
1660,759,N,6.0
1661,764,N,6.0
1662,762,N,6.0
1663,763,N,6.0
1664,760,N,6.0
1665,761,N,6.0
1666,764,N,6.0
1667,764,N,6.0
1668,765,N,6.0
1669,771,N,6.0
1670,771,N,6.0
1671,774,N,6.0
1672,772,N,6.0
1673,771,N,6.0
1674,770,N,6.0
1675,770,N,6.0
1676,772,N,6.0
1677,772,N,6.0
1678,776,N,6.0
1679,781,N,6.0
1680,784,N,6.0
1681,790,N,6.0
1682,791,N,6.0
1683,790,N,6.0
1684,789,N,6.0
1685,791,N,6.0
1686,789,N,6.0
1687,790,N,6.0
1688,793,N,6.0
1689,795,N,6.0
1690,799,N,6.0
1691,808,N,6.0
1692,808,N,6.0
1693,818,N,6.0
1694,818,N,6.0
1695,821,N,6.0
1696,821,N,6.0
1697,822,N,6.0
1698,824,N,6.0
1699,825,N,6.0
1700,829,N,6.0
1701,834,N,6.0
1702,837,N,6.0
1703,845,N,6.0
1704,853,N,6.0
1705,860,N,6.0
1706,866,N,6.0
1707,872,N,6.0
1708,877,N,6.0
1709,884,N,6.0
1710,890,N,6.0
1711,896,N,6.0
1712,899,N,6.0
1713,905,N,6.0
1714,913,N,6.0
1715,916,N,6.0
1716,922,N,6.0
1717,924,N,6.0
1718,934,N,6.0
1719,939,N,6.0
1720,939,N,6.0
1721,944,N,6.0
1722,944,N,6.0
1723,945,N,6.0
1724,948,N,6.0
1725,951,N,6.0
1726,952,N,6.0
1727,955,N,6.0
1728,957,N,6.0
1729,950,N,6.0
1730,944,N,6.0
1731,937,N,6.0
1732,927,N,6.0
1733,921,N,6.0
1734,914,N,6.0
1735,905,N,6.0
1736,894,N,6.0
1737,884,N,6.0
1738,878,N,6.0
1739,868,N,6.0
1740,864,N,6.0
1741,853,N,6.0
1742,843,N,6.0
1743,833,N,6.0
1744,817,N,6.0
1745,807,N,6.0
1746,800,N,6.0
1747,791,N,6.0
1748,785,N,6.0
1749,781,N,6.0
1750,779,N,6.0
1751,778,N,6.0
1752,778,N,6.0
1753,777,N,6.0
1754,773,N,6.0
1755,772,N,6.0
1756,772,N,6.0
1757,770,N,6.0
1758,771,N,6.0
1759,767,N,6.0
1760,767,N,6.0
1761,765,N,6.0
1762,764,N,6.0
1763,766,N,6.0
1764,766,N,6.0
1765,766,N,6.0
1766,771,N,6.0
1767,769,N,6.0
1768,769,N,6.0
1769,768,N,6.0
1770,770,N,6.0
1771,768,N,6.0
1772,770,N,6.0
1773,772,N,6.0
1774,775,N,6.0
1775,775,N,6.0
1776,779,N,6.0
1777,780,N,6.0
1778,780,N,6.0
1779,779,N,6.0
1780,777,N,6.0
1781,773,N,6.0
1782,770,N,6.0
1783,769,N,6.0
1784,768,N,6.0
1785,771,N,6.0
1786,773,N,6.0
1787,777,N,6.0
1788,779,N,6.0
1789,781,N,6.0
1790,775,N,6.0
1791,773,N,6.0
1792,772,N,6.0
1793,773,N,6.0
1794,770,N,6.0
1795,769,N,6.0
1796,768,N,6.0
1797,768,N,6.0
1798,767,N,6.0
1799,768,N,6.0
1800,770,N,6.0
1801,771,N,6.0
1802,773,N,6.0
1803,769,N,6.0
1804,767,N,6.0
1805,764,N,6.0
1806,758,N,6.0
1807,756,N,6.0
1808,754,N,6.0
1809,755,N,6.0
1810,757,N,6.0
1811,762,N,6.0
1812,761,N,6.0
1813,762,N,6.0
1814,758,N,6.0
1815,757,N,6.0
1816,756,N,6.0
1817,756,N,6.0
1818,756,N,6.0
1819,755,N,6.0
1820,749,N,6.0
1821,748,N,6.0
1822,749,N,6.0
1823,750,N,6.0
1824,748,N,6.0
1825,757,N,6.0
1826,757,N,6.0
1827,755,N,6.0
1828,755,N,6.0
1829,752,N,6.0
1830,751,N,6.0
1831,748,N,6.0
1832,748,N,6.0
1833,747,N,6.0
1834,751,N,6.0
1835,756,N,6.0
1836,757,N,6.0
1837,757,N,6.0
1838,753,N,6.0
1839,752,N,6.0
1840,754,N,6.0
1841,752,N,6.0
1842,757,N,6.0
1843,758,N,6.0
1844,759,N,6.0
1845,762,N,6.0
1846,765,N,6.0
1847,768,N,6.0
1848,771,N,6.0
1849,773,N,6.0
1850,772,N,6.0
1851,772,N,6.0
1852,770,N,6.0
1853,774,N,6.0
1854,772,N,6.0
1855,780,N,6.0
1856,780,N,6.0
1857,785,N,6.0
1858,789,N,6.0
1859,793,N,6.0
1860,797,N,6.0
1861,798,N,6.0
1862,796,N,6.0
1863,790,N,6.0
1864,782,N,6.0
1865,777,N,6.0
1866,772,N,6.0
1867,768,N,6.0
1868,769,N,6.0
1869,768,N,6.0
1870,767,N,6.0
1871,770,N,6.0
1872,767,N,6.0
1873,765,N,6.0
1874,758,N,6.0
1875,749,N,6.0
1876,742,N,6.0
1877,742,N,6.0
1878,736,N,6.0
1879,734,N,6.0
1880,736,N,6.0
1881,742,N,6.0
1882,746,N,6.0
1883,749,N,6.0
1884,753,N,6.0
1885,751,N,6.0
1886,753,N,6.0
1887,749,N,6.0
1888,746,N,6.0
1889,742,N,6.0
1890,741,N,6.0
1891,739,N,6.0
1892,741,N,6.0
1893,744,N,6.0
1894,747,N,6.0
1895,753,N,6.0
1896,760,N,6.0
1897,772,N,6.0
1898,787,N,6.0
1899,810,N,6.0
1900,837,N,6.0
1901,876,N,6.0
1902,924,N,6.0
1903,979,N,6.0
1904,1042,N,6.0
1905,1112,N,6.0
1906,1192,N,6.0
1907,1279,N,6.0
1908,1360,N,6.0
1909,1422,N,7.0
1910,1453,N,7.0
1911,1432,N,7.0
1912,1347,N,7.0
1913,1219,N,7.0
1914,1091,N,7.0
1915,963,N,7.0
1916,835,N,7.0
1917,707,N,7.0
1918,613,N,7.0
1919,661,N,7.0
1920,729,N,7.0
1921,780,N,7.0
1922,813,N,7.0
1923,820,N,7.0
1924,806,N,7.0
1925,786,N,7.0
1926,765,N,7.0
1927,754,N,7.0
1928,745,N,7.0
1929,747,N,7.0
1930,748,N,7.0
1931,756,N,7.0
1932,757,N,7.0
1933,757,N,7.0
1934,755,N,7.0
1935,752,N,7.0
1936,754,N,7.0
1937,756,N,7.0
1938,754,N,7.0
1939,756,N,7.0
1940,757,N,7.0
1941,761,N,7.0
1942,764,N,7.0
1943,767,N,7.0
1944,770,N,7.0
1945,771,N,7.0
1946,770,N,7.0
1947,769,N,7.0
1948,768,N,7.0
1949,768,N,7.0
1950,766,N,7.0
1951,768,N,7.0
1952,770,N,7.0
1953,772,N,7.0
1954,774,N,7.0
1955,781,N,7.0
1956,783,N,7.0
1957,789,N,7.0
1958,792,N,7.0
1959,793,N,7.0
1960,792,N,7.0
1961,794,N,7.0
1962,797,N,7.0
1963,795,N,7.0
1964,799,N,7.0
1965,803,N,7.0
1966,804,N,7.0
1967,811,N,7.0
1968,816,N,7.0
1969,823,N,7.0
1970,826,N,7.0
1971,830,N,7.0
1972,830,N,7.0
1973,831,N,7.0
1974,832,N,7.0
1975,833,N,7.0
1976,841,N,7.0
1977,847,N,7.0
1978,858,N,7.0
1979,865,N,7.0
1980,872,N,7.0
1981,881,N,7.0
1982,883,N,7.0
1983,887,N,7.0
1984,890,N,7.0
1985,896,N,7.0
1986,899,N,7.0
1987,905,N,7.0
1988,909,N,7.0
1989,909,N,7.0
1990,910,N,7.0
1991,915,N,7.0
1992,920,N,7.0
1993,921,N,7.0
1994,926,N,7.0
1995,926,N,7.0
1996,922,N,7.0
1997,921,N,7.0
1998,916,N,7.0
1999,915,N,7.0
2000,911,N,7.0
2001,909,N,7.0
2002,904,N,7.0
2003,899,N,7.0
2004,894,N,7.0
2005,884,N,7.0
2006,874,N,7.0
2007,864,N,7.0
2008,853,N,7.0
2009,845,N,7.0
2010,835,N,7.0
2011,822,N,7.0
2012,814,N,7.0
2013,806,N,7.0
2014,801,N,7.0
2015,792,N,7.0
2016,790,N,7.0
2017,788,N,7.0
2018,780,N,7.0
2019,776,N,7.0
2020,770,N,7.0
2021,765,N,7.0
2022,762,N,7.0
2023,760,N,7.0
2024,758,N,7.0
2025,757,N,7.0
2026,759,N,7.0
2027,757,N,7.0
2028,757,N,7.0
2029,760,N,7.0
2030,757,N,7.0
2031,757,N,7.0
2032,755,N,7.0
2033,755,N,7.0
2034,755,N,7.0
2035,753,N,7.0
2036,756,N,7.0
2037,756,N,7.0
2038,758,N,7.0
2039,760,N,7.0
2040,761,N,7.0
2041,762,N,7.0
2042,762,N,7.0
2043,761,N,7.0
2044,760,N,7.0
2045,758,N,7.0
2046,757,N,7.0
2047,754,N,7.0
2048,750,N,7.0
2049,754,N,7.0
2050,757,N,7.0
2051,763,N,7.0
2052,765,N,7.0
2053,769,N,7.0
2054,771,N,7.0
2055,769,N,7.0
2056,768,N,7.0
2057,765,N,7.0
2058,761,N,7.0
2059,762,N,7.0
2060,760,N,7.0
2061,762,N,7.0
2062,763,N,7.0
2063,765,N,7.0
2064,764,N,7.0
2065,766,N,7.0
2066,763,N,7.0
2067,763,N,7.0
2068,762,N,7.0
2069,760,N,7.0
2070,762,N,7.0
2071,761,N,7.0
2072,761,N,7.0
2073,757,N,7.0
2074,755,N,7.0
2075,751,N,7.0
2076,750,N,7.0
2077,749,N,7.0
2078,747,N,7.0
2079,748,N,7.0
2080,745,N,7.0
2081,746,N,7.0
2082,744,N,7.0
2083,744,N,7.0
2084,742,N,7.0
2085,740,N,7.0
2086,744,N,7.0
2087,743,N,7.0
2088,744,N,7.0
2089,746,N,7.0
2090,747,N,7.0
2091,744,N,7.0
2092,744,N,7.0
2093,742,N,7.0
2094,739,N,7.0
2095,741,N,7.0
2096,740,N,7.0
2097,741,N,7.0
2098,744,N,7.0
2099,743,N,7.0
2100,746,N,7.0
2101,748,N,7.0
2102,747,N,7.0
2103,747,N,7.0
2104,745,N,7.0
2105,741,N,7.0
2106,741,N,7.0
2107,742,N,7.0
2108,737,N,7.0
2109,734,N,7.0
2110,736,N,7.0
2111,737,N,7.0
2112,738,N,7.0
2113,743,N,7.0
2114,748,N,7.0
2115,749,N,7.0
2116,757,N,7.0
2117,760,N,7.0
2118,758,N,7.0
2119,758,N,7.0
2120,757,N,7.0
2121,756,N,7.0
2122,756,N,7.0
2123,755,N,7.0
2124,760,N,7.0
2125,761,N,7.0
2126,763,N,7.0
2127,762,N,7.0
2128,762,N,7.0
2129,763,N,7.0
2130,766,N,7.0
2131,774,N,7.0
2132,776,N,7.0
2133,777,N,7.0
2134,777,N,7.0
2135,780,N,7.0
2136,778,N,7.0
2137,777,N,7.0
2138,774,N,7.0
2139,772,N,7.0
2140,764,N,7.0
2141,759,N,7.0
2142,758,N,7.0
