'sample #','MLII',Type,heart_beat
16819,973,N,57.0
16820,975,N,57.0
16821,978,N,57.0
16822,977,N,57.0
16823,977,N,57.0
16824,974,N,57.0
16825,975,N,57.0
16826,977,N,57.0
16827,976,N,57.0
16828,976,N,57.0
16829,973,N,57.0
16830,970,N,57.0
16831,974,N,57.0
16832,975,N,57.0
16833,974,N,57.0
16834,976,N,57.0
16835,972,N,57.0
16836,972,N,57.0
16837,971,N,57.0
16838,975,N,57.0
16839,976,N,57.0
16840,975,N,57.0
16841,976,N,57.0
16842,976,N,57.0
16843,976,N,57.0
16844,980,N,57.0
16845,982,N,57.0
16846,986,N,57.0
16847,990,N,57.0
16848,988,N,57.0
16849,991,N,57.0
16850,994,N,57.0
16851,994,N,57.0
16852,989,N,57.0
16853,989,N,57.0
16854,991,N,57.0
16855,999,N,57.0
16856,1005,N,57.0
16857,1010,N,57.0
16858,1011,N,57.0
16859,1009,N,57.0
16860,1010,N,57.0
16861,1012,N,57.0
16862,1018,N,57.0
16863,1019,N,57.0
16864,1017,N,57.0
16865,1013,N,57.0
16866,1009,N,57.0
16867,1011,N,57.0
16868,1010,N,57.0
16869,1005,N,57.0
16870,1001,N,57.0
16871,992,N,57.0
16872,980,N,57.0
16873,973,N,57.0
16874,968,N,57.0
16875,968,N,57.0
16876,966,N,57.0
16877,962,N,57.0
16878,960,N,57.0
16879,962,N,57.0
16880,965,N,57.0
16881,965,N,57.0
16882,965,N,57.0
16883,963,N,57.0
16884,963,N,57.0
16885,965,N,57.0
16886,968,N,57.0
16887,969,N,57.0
16888,968,N,57.0
16889,966,N,57.0
16890,963,N,57.0
16891,967,N,57.0
16892,969,N,57.0
16893,969,N,57.0
16894,971,N,57.0
16895,973,N,57.0
16896,971,N,57.0
16897,971,N,57.0
16898,972,N,57.0
16899,975,N,57.0
16900,975,N,57.0
16901,972,N,57.0
16902,970,N,57.0
16903,971,N,57.0
16904,978,N,57.0
16905,990,N,57.0
16906,1010,N,57.0
16907,1038,N,57.0
16908,1070,N,57.0
16909,1106,N,57.0
16910,1140,N,57.0
16911,1174,N,57.0
16912,1200,N,57.0
16913,1225,N,57.0
16914,1245,N,57.0
16915,1262,N,57.0
16916,1273,N,58.0
16917,1264,N,58.0
16918,1237,N,58.0
16919,1205,N,58.0
16920,1176,N,58.0
16921,1156,N,58.0
16922,1130,N,58.0
16923,1099,N,58.0
16924,1071,N,58.0
16925,1051,N,58.0
16926,1039,N,58.0
16927,1024,N,58.0
16928,1007,N,58.0
16929,993,N,58.0
16930,980,N,58.0
16931,972,N,58.0
16932,964,N,58.0
16933,958,N,58.0
16934,953,N,58.0
16935,946,N,58.0
16936,942,N,58.0
16937,935,N,58.0
16938,934,N,58.0
16939,934,N,58.0
16940,935,N,58.0
16941,932,N,58.0
16942,933,N,58.0
16943,931,N,58.0
16944,930,N,58.0
16945,935,N,58.0
16946,937,N,58.0
16947,937,N,58.0
16948,938,N,58.0
16949,935,N,58.0
16950,937,N,58.0
16951,937,N,58.0
16952,941,N,58.0
16953,944,N,58.0
16954,943,N,58.0
16955,940,N,58.0
16956,937,N,58.0
16957,939,N,58.0
16958,940,N,58.0
16959,938,N,58.0
16960,937,N,58.0
16961,934,N,58.0
16962,934,N,58.0
16963,937,N,58.0
16964,939,N,58.0
16965,941,N,58.0
16966,939,N,58.0
16967,935,N,58.0
16968,932,N,58.0
16969,933,N,58.0
16970,938,N,58.0
16971,938,N,58.0
16972,938,N,58.0
16973,937,N,58.0
16974,935,N,58.0
16975,936,N,58.0
16976,939,N,58.0
16977,939,N,58.0
16978,936,N,58.0
16979,937,N,58.0
16980,933,N,58.0
16981,935,N,58.0
16982,937,N,58.0
16983,938,N,58.0
16984,938,N,58.0
16985,940,N,58.0
16986,938,N,58.0
16987,939,N,58.0
16988,939,N,58.0
16989,942,N,58.0
16990,943,N,58.0
16991,944,N,58.0
16992,945,N,58.0
16993,947,N,58.0
16994,953,N,58.0
16995,952,N,58.0
16996,956,N,58.0
16997,956,N,58.0
16998,956,N,58.0
16999,958,N,58.0
17000,962,N,58.0
17001,964,N,58.0
17002,966,N,58.0
17003,967,N,58.0
17004,968,N,58.0
17005,974,N,58.0
17006,977,N,58.0
17007,984,N,58.0
17008,986,N,58.0
17009,986,N,58.0
17010,987,N,58.0
17011,991,N,58.0
17012,993,N,58.0
17013,998,N,58.0
17014,1000,N,58.0
17015,999,N,58.0
17016,999,N,58.0
17017,1001,N,58.0
17018,1001,N,58.0
17019,1002,N,58.0
17020,1003,N,58.0
17021,1001,N,58.0
17022,999,N,58.0
17023,996,N,58.0
17024,997,N,58.0
17025,997,N,58.0
17026,992,N,58.0
17027,989,N,58.0
17028,989,N,58.0
17029,991,N,58.0
17030,990,N,58.0
17031,988,N,58.0
17032,989,N,58.0
17033,985,N,58.0
17034,982,N,58.0
17035,984,N,58.0
17036,985,N,58.0
17037,985,N,58.0
17038,983,N,58.0
17039,982,N,58.0
17040,978,N,58.0
17041,979,N,58.0
17042,980,N,58.0
17043,982,N,58.0
17044,980,N,58.0
17045,978,N,58.0
17046,973,N,58.0
17047,978,N,58.0
17048,978,N,58.0
17049,980,N,58.0
17050,979,N,58.0
17051,978,N,58.0
17052,975,N,58.0
17053,975,N,58.0
17054,975,N,58.0
17055,977,N,58.0
17056,976,N,58.0
17057,976,N,58.0
17058,977,N,58.0
17059,975,N,58.0
17060,978,N,58.0
17061,979,N,58.0
17062,979,N,58.0
17063,976,N,58.0
17064,974,N,58.0
17065,978,N,58.0
17066,978,N,58.0
17067,981,N,58.0
17068,976,N,58.0
17069,975,N,58.0
17070,975,N,58.0
17071,979,N,58.0
17072,979,N,58.0
17073,979,N,58.0
17074,979,N,58.0
17075,977,N,58.0
17076,976,N,58.0
17077,978,N,58.0
17078,978,N,58.0
17079,980,N,58.0
17080,979,N,58.0
17081,978,N,58.0
17082,973,N,58.0
17083,976,N,58.0
17084,976,N,58.0
17085,977,N,58.0
17086,977,N,58.0
17087,975,N,58.0
17088,972,N,58.0
17089,976,N,58.0
17090,979,N,58.0
17091,979,N,58.0
17092,978,N,58.0
17093,972,N,58.0
17094,977,N,58.0
17095,976,N,58.0
17096,977,N,58.0
17097,976,N,58.0
17098,976,N,58.0
17099,979,N,58.0
17100,978,N,58.0
17101,978,N,58.0
17102,981,N,58.0
17103,978,N,58.0
17104,978,N,58.0
17105,976,N,58.0
17106,974,N,58.0
17107,977,N,58.0
17108,977,N,58.0
17109,979,N,58.0
17110,979,N,58.0
17111,978,N,58.0
17112,978,N,58.0
17113,982,N,58.0
17114,981,N,58.0
17115,991,N,58.0
17116,992,N,58.0
17117,998,N,58.0
17118,996,N,58.0
17119,996,N,58.0
17120,992,N,58.0
17121,995,N,58.0
17122,998,N,58.0
17123,1001,N,58.0
17124,1001,N,58.0
17125,1006,N,58.0
17126,1009,N,58.0
17127,1012,N,58.0
17128,1012,N,58.0
17129,1013,N,58.0
17130,1013,N,58.0
17131,1016,N,58.0
17132,1019,N,58.0
17133,1017,N,58.0
17134,1013,N,58.0
17135,1010,N,58.0
17136,1006,N,58.0
17137,1005,N,58.0
17138,1004,N,58.0
17139,1000,N,58.0
17140,992,N,58.0
17141,979,N,58.0
17142,967,N,58.0
17143,964,N,58.0
17144,964,N,58.0
17145,966,N,58.0
17146,966,N,58.0
17147,964,N,58.0
17148,961,N,58.0
17149,957,N,58.0
17150,960,N,58.0
17151,960,N,58.0
17152,963,N,58.0
17153,962,N,58.0
17154,959,N,58.0
17155,963,N,58.0
17156,964,N,58.0
17157,964,N,58.0
17158,963,N,58.0
17159,962,N,58.0
17160,960,N,58.0
17161,961,N,58.0
17162,964,N,58.0
17163,968,N,58.0
17164,968,N,58.0
17165,966,N,58.0
17166,965,N,58.0
17167,965,N,58.0
17168,967,N,58.0
17169,973,N,58.0
17170,970,N,58.0
17171,969,N,58.0
17172,966,N,58.0
17173,969,N,58.0
17174,970,N,58.0
17175,969,N,58.0
17176,971,N,58.0
17177,978,N,58.0
17178,993,N,58.0
17179,1021,N,58.0
17180,1054,N,58.0
17181,1091,N,58.0
17182,1128,N,58.0
17183,1165,N,58.0
17184,1199,N,58.0
17185,1231,N,58.0
17186,1253,N,58.0
17187,1268,N,58.0
17188,1271,N,59.0
17189,1257,N,59.0
17190,1231,N,59.0
17191,1211,N,59.0
17192,1197,N,59.0
17193,1182,N,59.0
17194,1162,N,59.0
17195,1136,N,59.0
17196,1103,N,59.0
17197,1077,N,59.0
17198,1063,N,59.0
17199,1053,N,59.0
17200,1036,N,59.0
17201,1015,N,59.0
17202,999,N,59.0
17203,988,N,59.0
17204,978,N,59.0
17205,968,N,59.0
17206,958,N,59.0
17207,948,N,59.0
17208,940,N,59.0
17209,940,N,59.0
17210,937,N,59.0
17211,934,N,59.0
17212,931,N,59.0
17213,928,N,59.0
17214,927,N,59.0
17215,929,N,59.0
17216,932,N,59.0
17217,931,N,59.0
17218,929,N,59.0
17219,929,N,59.0
17220,928,N,59.0
17221,931,N,59.0
17222,935,N,59.0
17223,935,N,59.0
17224,935,N,59.0
17225,933,N,59.0
17226,931,N,59.0
17227,932,N,59.0
17228,935,N,59.0
17229,937,N,59.0
17230,933,N,59.0
17231,932,N,59.0
17232,930,N,59.0
17233,932,N,59.0
17234,935,N,59.0
17235,935,N,59.0
17236,937,N,59.0
17237,935,N,59.0
17238,933,N,59.0
17239,932,N,59.0
17240,935,N,59.0
17241,936,N,59.0
17242,935,N,59.0
17243,935,N,59.0
17244,933,N,59.0
17245,931,N,59.0
17246,932,N,59.0
17247,934,N,59.0
17248,934,N,59.0
17249,931,N,59.0
17250,930,N,59.0
17251,934,N,59.0
17252,932,N,59.0
17253,933,N,59.0
17254,932,N,59.0
17255,932,N,59.0
17256,931,N,59.0
17257,931,N,59.0
17258,935,N,59.0
17259,936,N,59.0
17260,936,N,59.0
17261,935,N,59.0
17262,935,N,59.0
17263,935,N,59.0
17264,939,N,59.0
17265,941,N,59.0
17266,942,N,59.0
17267,942,N,59.0
17268,941,N,59.0
17269,948,N,59.0
17270,952,N,59.0
17271,954,N,59.0
17272,958,N,59.0
17273,960,N,59.0
17274,960,N,59.0
17275,964,N,59.0
17276,969,N,59.0
17277,973,N,59.0
17278,975,N,59.0
17279,976,N,59.0
17280,977,N,59.0
17281,978,N,59.0
17282,981,N,59.0
17283,986,N,59.0
17284,989,N,59.0
17285,989,N,59.0
17286,992,N,59.0
17287,995,N,59.0
17288,998,N,59.0
17289,1001,N,59.0
17290,1000,N,59.0
17291,999,N,59.0
17292,996,N,59.0
17293,998,N,59.0
17294,997,N,59.0
17295,996,N,59.0
17296,996,N,59.0
17297,993,N,59.0
17298,990,N,59.0
17299,990,N,59.0
17300,991,N,59.0
17301,989,N,59.0
17302,987,N,59.0
17303,984,N,59.0
17304,983,N,59.0
17305,983,N,59.0
17306,983,N,59.0
17307,982,N,59.0
17308,980,N,59.0
17309,976,N,59.0
17310,973,N,59.0
17311,974,N,59.0
17312,976,N,59.0
17313,975,N,59.0
17314,975,N,59.0
17315,975,N,59.0
17316,971,N,59.0
17317,973,N,59.0
17318,974,N,59.0
17319,975,N,59.0
17320,974,N,59.0
17321,973,N,59.0
17322,969,N,59.0
17323,971,N,59.0
17324,970,N,59.0
17325,967,N,59.0
17326,971,N,59.0
17327,970,N,59.0
17328,968,N,59.0
17329,969,N,59.0
17330,969,N,59.0
17331,972,N,59.0
17332,970,N,59.0
17333,969,N,59.0
17334,966,N,59.0
17335,970,N,59.0
17336,969,N,59.0
17337,970,N,59.0
17338,969,N,59.0
17339,968,N,59.0
17340,968,N,59.0
17341,967,N,59.0
17342,970,N,59.0
17343,970,N,59.0
17344,971,N,59.0
17345,969,N,59.0
17346,965,N,59.0
17347,970,N,59.0
17348,972,N,59.0
17349,972,N,59.0
17350,971,N,59.0
17351,969,N,59.0
17352,965,N,59.0
17353,968,N,59.0
17354,972,N,59.0
17355,974,N,59.0
17356,971,N,59.0
17357,970,N,59.0
17358,967,N,59.0
17359,967,N,59.0
17360,969,N,59.0
17361,973,N,59.0
17362,971,N,59.0
17363,969,N,59.0
17364,967,N,59.0
17365,966,N,59.0
17366,968,N,59.0
17367,969,N,59.0
17368,970,N,59.0
17369,971,N,59.0
17370,968,N,59.0
17371,970,N,59.0
17372,972,N,59.0
17373,971,N,59.0
17374,972,N,59.0
17375,974,N,59.0
17376,972,N,59.0
17377,971,N,59.0
17378,973,N,59.0
17379,973,N,59.0
17380,977,N,59.0
17381,980,N,59.0
17382,982,N,59.0
17383,989,N,59.0
17384,994,N,59.0
17385,994,N,59.0
17386,990,N,59.0
17387,989,N,59.0
17388,983,N,59.0
17389,985,N,59.0
17390,990,N,59.0
17391,997,N,59.0
17392,1001,N,59.0
17393,1000,N,59.0
17394,1004,N,59.0
17395,1004,N,59.0
17396,1008,N,59.0
17397,1012,N,59.0
17398,1012,N,59.0
17399,1010,N,59.0
17400,1006,N,59.0
17401,1005,N,59.0
17402,1006,N,59.0
17403,1006,N,59.0
17404,1003,N,59.0
17405,998,N,59.0
17406,991,N,59.0
17407,984,N,59.0
17408,976,N,59.0
17409,969,N,59.0
17410,961,N,59.0
17411,958,N,59.0
17412,956,N,59.0
17413,957,N,59.0
17414,959,N,59.0
17415,958,N,59.0
17416,959,N,59.0
17417,955,N,59.0
17418,953,N,59.0
17419,958,N,59.0
17420,959,N,59.0
17421,960,N,59.0
17422,959,N,59.0
17423,961,N,59.0
17424,957,N,59.0
17425,959,N,59.0
17426,961,N,59.0
17427,959,N,59.0
17428,960,N,59.0
17429,960,N,59.0
17430,960,N,59.0
17431,962,N,59.0
17432,965,N,59.0
17433,964,N,59.0
17434,964,N,59.0
17435,965,N,59.0
17436,961,N,59.0
17437,964,N,59.0
17438,967,N,59.0
17439,968,N,59.0
17440,966,N,59.0
17441,962,N,59.0
17442,964,N,59.0
17443,973,N,59.0
17444,992,N,59.0
17445,1018,N,59.0
17446,1047,N,59.0
17447,1082,N,59.0
17448,1118,N,59.0
17449,1154,N,59.0
17450,1186,N,59.0
17451,1213,N,59.0
17452,1230,N,59.0
17453,1245,N,59.0
17454,1258,N,59.0
17455,828,N,60.0
17456,836,N,60.0
17457,841,N,60.0
17458,845,N,60.0
17459,846,N,60.0
17460,858,N,60.0
17461,872,N,60.0
17462,884,N,60.0
17463,899,N,60.0
17464,908,N,60.0
17465,915,N,60.0
17466,923,N,60.0
17467,927,N,60.0
17468,935,N,60.0
17469,945,N,60.0
17470,950,N,60.0
17471,950,N,60.0
17472,952,N,60.0
17473,952,N,60.0
17474,953,N,60.0
17475,959,N,60.0
17476,961,N,60.0
17477,960,N,60.0
17478,955,N,60.0
17479,955,N,60.0
17480,958,N,60.0
17481,964,N,60.0
17482,967,N,60.0
17483,964,N,60.0
17484,966,N,60.0
17485,965,N,60.0
17486,964,N,60.0
17487,966,N,60.0
17488,968,N,60.0
17489,967,N,60.0
17490,960,N,60.0
17491,960,N,60.0
17492,962,N,60.0
17493,965,N,60.0
17494,967,N,60.0
17495,969,N,60.0
17496,967,N,60.0
17497,966,N,60.0
17498,965,N,60.0
17499,967,N,60.0
17500,967,N,60.0
17501,966,N,60.0
17502,967,N,60.0
17503,969,N,60.0
17504,968,N,60.0
17505,970,N,60.0
17506,972,N,60.0
17507,970,N,60.0
17508,970,N,60.0
17509,969,N,60.0
17510,972,N,60.0
17511,976,N,60.0
17512,979,N,60.0
17513,976,N,60.0
17514,971,N,60.0
17515,968,N,60.0
17516,969,N,60.0
17517,976,N,60.0
17518,980,N,60.0
17519,980,N,60.0
17520,979,N,60.0
17521,976,N,60.0
17522,980,N,60.0
17523,984,N,60.0
17524,986,N,60.0
17525,987,N,60.0
17526,980,N,60.0
17527,975,N,60.0
17528,979,N,60.0
17529,985,N,60.0
17530,987,N,60.0
17531,991,N,60.0
17532,988,N,60.0
17533,986,N,60.0
17534,987,N,60.0
17535,988,N,60.0
17536,991,N,60.0
17537,990,N,60.0
17538,993,N,60.0
17539,992,N,60.0
17540,989,N,60.0
17541,989,N,60.0
17542,995,N,60.0
17543,990,N,60.0
17544,992,N,60.0
17545,991,N,60.0
17546,991,N,60.0
17547,992,N,60.0
17548,993,N,60.0
17549,991,N,60.0
17550,990,N,60.0
17551,986,N,60.0
17552,985,N,60.0
17553,985,N,60.0
17554,988,N,60.0
17555,988,N,60.0
17556,984,N,60.0
17557,984,N,60.0
17558,983,N,60.0
17559,984,N,60.0
17560,986,N,60.0
17561,986,N,60.0
17562,984,N,60.0
17563,978,N,60.0
17564,979,N,60.0
17565,982,N,60.0
17566,981,N,60.0
17567,983,N,60.0
17568,981,N,60.0
17569,978,N,60.0
17570,972,N,60.0
17571,973,N,60.0
17572,974,N,60.0
17573,976,N,60.0
17574,975,N,60.0
17575,974,N,60.0
17576,971,N,60.0
17577,970,N,60.0
17578,973,N,60.0
17579,971,N,60.0
17580,971,N,60.0
17581,970,N,60.0
17582,968,N,60.0
17583,972,N,60.0
17584,973,N,60.0
17585,972,N,60.0
17586,970,N,60.0
17587,969,N,60.0
17588,970,N,60.0
17589,973,N,60.0
17590,973,N,60.0
17591,972,N,60.0
17592,970,N,60.0
17593,969,N,60.0
17594,970,N,60.0
17595,971,N,60.0
17596,973,N,60.0
17597,971,N,60.0
17598,968,N,60.0
17599,967,N,60.0
17600,967,N,60.0
17601,968,N,60.0
17602,972,N,60.0
17603,971,N,60.0
17604,970,N,60.0
17605,968,N,60.0
17606,967,N,60.0
17607,967,N,60.0
17608,972,N,60.0
17609,973,N,60.0
17610,970,N,60.0
17611,969,N,60.0
17612,967,N,60.0
17613,970,N,60.0
17614,969,N,60.0
17615,966,N,60.0
17616,963,N,60.0
17617,960,N,60.0
17618,963,N,60.0
17619,966,N,60.0
17620,969,N,60.0
17621,967,N,60.0
17622,962,N,60.0
17623,959,N,60.0
17624,961,N,60.0
17625,961,N,60.0
17626,964,N,60.0
17627,962,N,60.0
17628,957,N,60.0
17629,956,N,60.0
17630,951,N,60.0
17631,953,N,60.0
17632,957,N,60.0
17633,956,N,60.0
17634,956,N,60.0
17635,949,N,60.0
17636,951,N,60.0
17637,954,N,60.0
17638,956,N,60.0
17639,952,N,60.0
17640,952,N,60.0
17641,949,N,60.0
17642,950,N,60.0
17643,953,N,60.0
17644,954,N,60.0
17645,954,N,60.0
17646,952,N,60.0
17647,950,N,60.0
17648,949,N,60.0
17649,949,N,60.0
17650,954,N,60.0
17651,952,N,60.0
17652,952,N,60.0
17653,948,N,60.0
17654,949,N,60.0
17655,953,N,60.0
17656,955,N,60.0
17657,956,N,60.0
17658,955,N,60.0
17659,953,N,60.0
17660,952,N,60.0
17661,955,N,60.0
17662,957,N,60.0
17663,955,N,60.0
17664,956,N,60.0
17665,956,N,60.0
17666,956,N,60.0
17667,958,N,60.0
17668,958,N,60.0
17669,959,N,60.0
17670,958,N,60.0
17671,957,N,60.0
17672,958,N,60.0
17673,962,N,60.0
17674,965,N,60.0
17675,964,N,60.0
17676,960,N,60.0
17677,958,N,60.0
17678,955,N,60.0
17679,959,N,60.0
17680,961,N,60.0
17681,962,N,60.0
17682,961,N,60.0
17683,955,N,60.0
17684,958,N,60.0
17685,962,N,60.0
17686,966,N,60.0
17687,961,N,60.0
17688,957,N,60.0
17689,957,N,60.0
17690,955,N,60.0
17691,959,N,60.0
17692,963,N,60.0
17693,964,N,60.0
17694,963,N,60.0
17695,963,N,60.0
17696,961,N,60.0
17697,964,N,60.0
17698,966,N,60.0
17699,964,N,60.0
17700,960,N,60.0
17701,959,N,60.0
17702,960,N,60.0
17703,963,N,60.0
17704,963,N,60.0
17705,962,N,60.0
17706,962,N,60.0
17707,962,N,60.0
17708,963,N,60.0
17709,964,N,60.0
17710,968,N,60.0
17711,971,N,60.0
17712,969,N,60.0
17713,968,N,60.0
17714,971,N,60.0
17715,974,N,60.0
17716,977,N,60.0
17717,979,N,60.0
17718,979,N,60.0
17719,978,N,60.0
17720,984,N,60.0
17721,988,N,60.0
17722,993,N,60.0
17723,995,N,60.0
17724,994,N,60.0
17725,994,N,60.0
17726,1000,N,60.0
17727,1003,N,60.0
17728,1005,N,60.0
17729,1007,N,60.0
17730,1006,N,60.0
17731,1005,N,60.0
17732,1005,N,60.0
17733,1009,N,60.0
17734,1013,N,60.0
17735,1014,N,60.0
17736,1011,N,60.0
17737,1002,N,60.0
17738,997,N,60.0
17739,991,N,60.0
17740,987,N,60.0
17741,980,N,60.0
17742,969,N,60.0
17743,960,N,60.0
17744,954,N,60.0
17745,950,N,60.0
17746,954,N,60.0
17747,954,N,60.0
17748,953,N,60.0
17749,952,N,60.0
17750,951,N,60.0
17751,952,N,60.0
17752,955,N,60.0
17753,956,N,60.0
17754,953,N,60.0
17755,950,N,60.0
17756,948,N,60.0
17757,946,N,60.0
17758,952,N,60.0
17759,956,N,60.0
17760,960,N,60.0
17761,956,N,60.0
17762,952,N,60.0
17763,953,N,60.0
17764,955,N,60.0
17765,956,N,60.0
17766,953,N,60.0
17767,954,N,60.0
17768,954,N,60.0
17769,955,N,60.0
17770,954,N,60.0
17771,953,N,60.0
17772,950,N,60.0
17773,950,N,60.0
17774,952,N,60.0
17775,955,N,60.0
17776,958,N,60.0
17777,958,N,60.0
17778,954,N,60.0
17779,952,N,60.0
17780,950,N,60.0
17781,949,N,60.0
17782,947,N,60.0
17783,946,N,60.0
17784,949,N,60.0
17785,955,N,60.0
17786,961,N,60.0
17787,969,N,60.0
17788,974,N,60.0
17789,971,N,60.0
17790,956,N,60.0
17791,939,N,60.0
17792,925,N,60.0
17793,922,N,60.0
17794,925,N,60.0
17795,927,N,60.0
17796,925,N,60.0
17797,918,N,60.0
17798,909,N,60.0
17799,904,N,60.0
17800,898,N,60.0
17801,893,N,60.0
17802,888,N,60.0
17803,879,N,60.0
17804,868,N,60.0
17805,855,N,60.0
17806,844,N,60.0
17807,841,N,60.0
17808,837,N,60.0
17809,837,N,61.0
17810,841,N,61.0
17811,848,N,61.0
17812,853,N,61.0
17813,860,N,61.0
17814,873,N,61.0
17815,887,N,61.0
17816,902,N,61.0
17817,914,N,61.0
17818,922,N,61.0
17819,928,N,61.0
17820,936,N,61.0
17821,946,N,61.0
17822,953,N,61.0
17823,961,N,61.0
17824,964,N,61.0
17825,964,N,61.0
17826,964,N,61.0
17827,964,N,61.0
17828,966,N,61.0
17829,969,N,61.0
17830,971,N,61.0
17831,969,N,61.0
17832,966,N,61.0
17833,964,N,61.0
17834,969,N,61.0
17835,973,N,61.0
17836,975,N,61.0
17837,972,N,61.0
17838,968,N,61.0
17839,969,N,61.0
17840,972,N,61.0
17841,975,N,61.0
17842,976,N,61.0
17843,974,N,61.0
17844,975,N,61.0
17845,972,N,61.0
17846,971,N,61.0
17847,970,N,61.0
17848,976,N,61.0
17849,978,N,61.0
17850,980,N,61.0
17851,979,N,61.0
17852,980,N,61.0
17853,979,N,61.0
17854,979,N,61.0
17855,979,N,61.0
17856,976,N,61.0
17857,976,N,61.0
17858,976,N,61.0
17859,978,N,61.0
17860,984,N,61.0
17861,985,N,61.0
17862,984,N,61.0
17863,981,N,61.0
17864,978,N,61.0
17865,981,N,61.0
17866,988,N,61.0
17867,988,N,61.0
17868,987,N,61.0
17869,985,N,61.0
17870,984,N,61.0
17871,985,N,61.0
17872,989,N,61.0
17873,993,N,61.0
17874,993,N,61.0
17875,989,N,61.0
17876,990,N,61.0
17877,995,N,61.0
17878,996,N,61.0
17879,994,N,61.0
17880,992,N,61.0
17881,993,N,61.0
17882,996,N,61.0
17883,997,N,61.0
17884,1001,N,61.0
17885,1000,N,61.0
17886,1002,N,61.0
17887,1001,N,61.0
17888,1002,N,61.0
17889,1002,N,61.0
17890,1005,N,61.0
17891,1002,N,61.0
17892,1001,N,61.0
17893,998,N,61.0
17894,1000,N,61.0
17895,1003,N,61.0
17896,1004,N,61.0
17897,1002,N,61.0
17898,1001,N,61.0
17899,1000,N,61.0
17900,1003,N,61.0
17901,1007,N,61.0
17902,1006,N,61.0
17903,1004,N,61.0
17904,1001,N,61.0
17905,998,N,61.0
17906,999,N,61.0
17907,1004,N,61.0
17908,1004,N,61.0
17909,1001,N,61.0
17910,998,N,61.0
17911,995,N,61.0
17912,993,N,61.0
17913,992,N,61.0
17914,996,N,61.0
17915,996,N,61.0
17916,995,N,61.0
17917,991,N,61.0
17918,986,N,61.0
17919,985,N,61.0
17920,990,N,61.0
17921,991,N,61.0
17922,988,N,61.0
17923,986,N,61.0
17924,983,N,61.0
17925,984,N,61.0
17926,990,N,61.0
17927,986,N,61.0
17928,983,N,61.0
17929,982,N,61.0
17930,981,N,61.0
17931,981,N,61.0
17932,983,N,61.0
17933,983,N,61.0
17934,981,N,61.0
17935,979,N,61.0
17936,982,N,61.0
17937,984,N,61.0
17938,985,N,61.0
17939,982,N,61.0
17940,979,N,61.0
17941,976,N,61.0
17942,976,N,61.0
17943,976,N,61.0
17944,975,N,61.0
17945,975,N,61.0
17946,978,N,61.0
17947,979,N,61.0
17948,980,N,61.0
17949,979,N,61.0
17950,977,N,61.0
17951,977,N,61.0
17952,972,N,61.0
17953,971,N,61.0
17954,974,N,61.0
17955,977,N,61.0
17956,979,N,61.0
17957,977,N,61.0
17958,974,N,61.0
17959,967,N,61.0
17960,968,N,61.0
17961,972,N,61.0
17962,974,N,61.0
17963,972,N,61.0
17964,970,N,61.0
17965,969,N,61.0
17966,967,N,61.0
17967,971,N,61.0
17968,972,N,61.0
17969,970,N,61.0
17970,964,N,61.0
17971,963,N,61.0
17972,964,N,61.0
17973,962,N,61.0
17974,966,N,61.0
17975,970,N,61.0
17976,964,N,61.0
17977,960,N,61.0
17978,962,N,61.0
17979,963,N,61.0
17980,967,N,61.0
17981,967,N,61.0
17982,965,N,61.0
17983,961,N,61.0
17984,960,N,61.0
17985,960,N,61.0
17986,961,N,61.0
17987,960,N,61.0
17988,961,N,61.0
17989,956,N,61.0
17990,957,N,61.0
17991,961,N,61.0
17992,962,N,61.0
17993,960,N,61.0
17994,957,N,61.0
17995,956,N,61.0
17996,955,N,61.0
17997,958,N,61.0
17998,961,N,61.0
17999,960,N,61.0
18000,959,N,61.0
18001,956,N,61.0
18002,955,N,61.0
18003,956,N,61.0
18004,958,N,61.0
18005,958,N,61.0
18006,962,N,61.0
18007,961,N,61.0
18008,963,N,61.0
18009,962,N,61.0
18010,962,N,61.0
18011,963,N,61.0
18012,961,N,61.0
18013,960,N,61.0
18014,963,N,61.0
18015,964,N,61.0
18016,964,N,61.0
18017,963,N,61.0
18018,963,N,61.0
18019,960,N,61.0
18020,960,N,61.0
18021,962,N,61.0
18022,962,N,61.0
18023,963,N,61.0
18024,965,N,61.0
18025,965,N,61.0
18026,964,N,61.0
18027,965,N,61.0
18028,964,N,61.0
18029,965,N,61.0
18030,963,N,61.0
18031,963,N,61.0
18032,967,N,61.0
18033,969,N,61.0
18034,966,N,61.0
18035,967,N,61.0
18036,967,N,61.0
18037,961,N,61.0
18038,964,N,61.0
18039,966,N,61.0
18040,967,N,61.0
18041,965,N,61.0
18042,964,N,61.0
18043,966,N,61.0
18044,967,N,61.0
18045,971,N,61.0
18046,970,N,61.0
18047,968,N,61.0
18048,966,N,61.0
18049,965,N,61.0
18050,964,N,61.0
18051,967,N,61.0
18052,969,N,61.0
18053,970,N,61.0
18054,970,N,61.0
18055,967,N,61.0
18056,966,N,61.0
18057,968,N,61.0
18058,969,N,61.0
18059,969,N,61.0
18060,969,N,61.0
18061,969,N,61.0
18062,972,N,61.0
18063,979,N,61.0
18064,983,N,61.0
18065,984,N,61.0
18066,983,N,61.0
18067,981,N,61.0
18068,983,N,61.0
18069,984,N,61.0
18070,989,N,61.0
18071,994,N,61.0
18072,1000,N,61.0
18073,1001,N,61.0
18074,1006,N,61.0
18075,1007,N,61.0
